strategy,total_return,cagr,sharpe,max_drawdown,win_rate
buy_hold,3.1377892860090233,0.7616783974578221,1.7653673190616967,-0.35755421856523173,0.5490506329113924
momentum_20_100,2.7218408517990587,0.6888094138415455,1.7475773319174437,-0.2725392290488583,0.47151898734177217
tradingagents_proxy,2.7218408517990587,0.6888094138415455,1.7475773319174437,-0.2725392290488583,0.47151898734177217
mean_reversion_5,0.8977981896590119,0.29106407297065484,0.7615312626203968,-0.42232569416145216,0.5063291139240507
daily_stock_analysis_proxy,0.8977981896590119,0.29106407297065484,0.7615312626203968,-0.42232569416145216,0.5063291139240507
pead_yahoo,-0.007953319912430867,-0.0031788754059002278,0.1313155484082818,-0.38138043084851503,0.14715189873417722
tradingagents_true,0.0,0.0,0.0,0.0,0.0
daily_stock_analysis_true,0.0,0.0,0.0,0.0,0.0
