window,n_events,mean_signed_return,hit_rate,mean_benchmark_adjusted
1d,84,-0.0007459075043151116,0.4880952380952381,-0.0015051158171542002
5d,81,0.008483193129185137,0.49382716049382713,0.0003446947817503366
20d,81,0.04164246523000917,0.5185185185185185,0.025115977532918277
