Date,buy_hold,momentum_20_100,mean_reversion_5,pead_yahoo,tradingagents_proxy,daily_stock_analysis_proxy,tradingagents_true,daily_stock_analysis_true
2024-05-13,120815.83897992373,100000.0,103045.6307684496,104050.82200478186,100000.0,103045.6307684496,100000.0,100000.0
2024-05-14,123939.46060020005,100000.0,105615.81815226686,110048.90726346825,100000.0,105615.81815226686,100000.0,100000.0
2024-05-15,125921.53217446189,100000.0,110496.94812325106,111044.50576299622,100000.0,110496.94812325106,100000.0,100000.0
2024-05-16,124536.02244409778,100000.0,110328.1123259644,107960.11014823963,100000.0,110328.1123259644,100000.0,100000.0
2024-05-17,127580.4056081654,100000.0,111821.72757923784,121168.64109350325,100000.0,111821.72757923784,100000.0,100000.0
2024-05-20,131064.89334348985,100000.0,111958.97354501387,121168.64109350325,100000.0,111958.97354501387,100000.0,100000.0
2024-05-21,132405.23981688713,100000.0,112536.30581976341,121168.64109350325,100000.0,112536.30581976341,100000.0,100000.0
2024-05-22,129783.8994568436,100000.0,111251.33810762607,121168.64109350325,100000.0,111251.33810762607,100000.0,100000.0
2024-05-23,125669.33396594501,100000.0,106896.77408387896,121168.64109350325,100000.0,106896.77408387896,100000.0,100000.0
2024-05-24,127791.80685753794,101982.06284950742,107195.96690065303,121168.64109350325,101982.06284950742,107195.96690065303,100000.0,100000.0
2024-05-28,129427.76710473631,103523.62380663441,107104.46340104756,121168.64109350325,103523.62380663441,107104.46340104756,100000.0,100000.0
